dialect,standard
今になっち、ぽくとそげなこと、言わんじくりい,今になって、突然そんなこと、言わないでくれ
暮らさいいやん,暮らせばいいじゃない
こか、たまに、変わったのがぽくとできるけんなあ,ここは、たまに、変わったものが突然できるからなあ
ぼやあっとすんなち言われた,ぼんやりするなと言われた
ぼやあっとしちょっちいいのう,ぼんやりとしていていいなあ
ぼやあっとしちょられんのど,ぼんやりしてられないんだぞ
ぼやっとすんなよ,ぼんやりとするなよ
焼けたど,焼けたぞ
できたど,できたぞ
どんこんならんうめえなあ,どうしようもなく美味しいなあ
こらなんな？,これは何か？
言いよんやねえか,言ってるじゃないか
こげなうめえもん、毎日食いてえ,こんな美味しいもの、毎日食いてえ
財布がどんこんならん,財布がどうにもならない
よう味おうて食え,よく味わって食え
あんたん言うことは、いっこん信用でけんけんなあ,あなたの言うことは、ひとつも信用できないからなあ
こいたいけん,これはいけない
いっこん、ありがたみがわかっちねえ,ひとつも、ありがたみが分かってない
どうせまた、誰かからもろうち来たんじゃろ？,どうせまた、誰かから貰って来たんだろう？
バレちょん,バレている
いちごんもねえ,とても感謝します
俺の気持ちと思うちょくれ,俺の気持ちだと思ってくれ
いごいちいけん,動いていけない
何をガタガタ言いよんのか？,何をガタガタと音を立てているのか？
エビを、もろたんよ,エビを、貰ったんよ
まだ、いごきよるぞ,まだ、動いているぞ
跳ぶんぞ,跳ぶんだぞ
おじいんじゃろ？,怖いんだろ？
跳ぶちゃ,跳ぶって
行かんずく済んだ,行かないまま済んだ
せんずく終わった,しないまま終わった
好きなん飲め,好きなのを飲め
飲ましちもらいます,飲ませてもらいます
ちっとずく飲まんか,少しずず飲まないか
体にわりいぞ,体に悪いぞ
飲んだことねえけん,飲んだことないから
たけえんぞ！,高いんだぞ！
ここん寿司はうめえんで,ここの寿司は美味しいんだよ
なんでん食べよ,何でも食べよう
いただくけん,いただくから
うめえで、もてんやろ？,美味しくて、たまらないだろ？
釣っちすぐんアユは、うめえなあ,釣ってすぐのアユは、美味しいなあ
いらぶかされたんじゃ,騙されたんだ
それち、友釣りんことやろ？,それって、友釣りのことでしょ？
デジカメをあたりくりまわしよったら、店員さんに叱られた,デジカメをさわりまくっていたら、店員さんに叱られた
あたりくりまわしよったら、噛まるんど,さわりまくっていたら、嚙まれるぞ
急いじ、女房を呼んじください,急いで、女房を呼んでください
とり天は、大分で生まれたんじゃなあ,とり天は、大分で生まれたんだなあ
うん、女性が大口開けんで済むようにちな,うん、女性が大口開けずに済むようにとな
じゃあけん、ひとくちサイズじ食べやすうしちょんのやな,だから、ひとくちサイズで食べやすくしてるんだな
あんたん口からやさしさちゅう言葉を聞くのが、めんどしいわ,あなたの口からやさしさということがを聞くのが、恥ずかしいわ
泊まりてえんじゃけど、部屋空いちょんかなあ？,止まりたいんだけど、部屋空いているかな？
ほな、お願いするけん,じゃあ、お願いするから
こん旅館の、晩飯はうめえのう,この旅館の、晩飯は美味しいなあ
あんたが言うなら、そうじゃろ,あなたが言うなら、そうだろう
こげな、うめえ晩飯は、何十年ぶりかのう？,こんな、美味しいｇ晩飯は、何十年ぶりかなあ？
ほな。これから先、何十年もここで食わいいこと,じゃあ、これから先、何十年もここで食えばいいこと
なし、そげえ急に、ふうがわるうなるかやあ,なんで、そんなに急に、不機嫌になるかなあ
ようあげえ、くされが出るもんじゃ,よくあんなに、意地悪が出るものだ
ほな、温泉でん入らんか？,じゃあ、温泉でも入らないか？
なし、あんたと入らないけんの？,なんで、あんたと入らないといけないの？
そげえ、くされ言わんで、せっかくやけん一緒に入ろうや,そんなに、意地悪言わないで、せっかくだから一緒に入ろうや
なにが、せっかくなん？,なにが、せっかくなの？
あんた、誰に言いよんの？,あなた、誰に言っているの？
くされを言わんかった頃ん、お前,意地悪を言わなかった頃の、お前
そげえ、いうてんが、おじいもんはおじい,そんなに、そうは言っても、怖いものは怖い
お前、なん、布団離しよんのか？,お前、なぜ、布団離してるのか？
そげえ、いうてんが、あんたんイビキがうるせえんじゃ,そんなに、そうは言っても、あなたのイビキがうるさいんだ
言うちみよ,言ってみろ
そげえ、いうてんが、金もつこうちょんのど,そんなに、そうは言っても、金も浸かっているんだよ
あんた、フルーツを忘れちょろうがえ,あなた、フルーツを忘れているだろうが
取りすぎちしもうた,取りすぎてしまった
こら食いきらん,これは食いきれない
買い物にいったなり、女房が帰っちこん,買い物に行ったまま、女房が帰ってこない
あんた、それを、まるなり食うんな？,あなた、それを、まるごと食べるのか？
おいさんは、食いきらんのな？,おじさんは、食いきれないのか？
歯が悪いけん、噛まんなり、ひんのまんならん,歯が悪いから、噛まないまま、飲み込まないとならない
うちん女房は、焼かんなり、食うたりするんで,うちの女房は、焼かないまま、食べたりするよ
いぬるかのう,帰るかなあ
ゆっくりできたかえ？,ゆっくりできたかい？
うちん女房は、知らんですか？,うちの女房は、知らないですか？
さっき、いによったで,さっき、帰っていたよ
なんぼ駅が近くじゃからちゅうて、ひとりじいんだんかえ,いくら駅が近くだからといって、一人で帰ったのかい
